"Year","Player","Pos","HT","WT","Team","Selection Type","NBA Draft Status","Nationality"
1982,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1982,"Alex English","SF","6-7","190","Denver Nuggets","Western All-Star Fan Vote Selection","1976 Rnd 2 Pick 6","United States"
1982,"George Gervin","GF","6-7","180","San Antonio Spurs","Western All-Star Coaches Selection","1974 Rnd 3 Pick 4","United States"
1982,"Artis Gilmore","C","7-2","240","San Antonio Spurs","Western All-Star Coaches Selection","1971 Rnd 7 Pick 15","United States"
1982,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1982,"Maurice Lucas","PF","6-9","215","Phoenix Suns","Western All-Star Fan Vote Selection","1974 Rnd 1 Pick 14","United States"
1982,"Jim Paxson","SG","6-6","200","Portland Trail Blazers","Western All-Star Coaches Selection","1979 Rnd 1 Pick 12","United States"
1982,"Jack Sikma","C","6-11","230","Seattle SuperSonics","Western All-Star Coaches Selection","1977 Rnd 1 Pick 8","United States"
1982,"David Thompson","GF","6-5","195","Seattle SuperSonics","Western All-Star Fan Vote Selection","1975 Rnd 1 Pick 1","United States"
1982,"Kiki Vandeweghe","SF","6-8","220","Denver Nuggets","Western All-Star Coaches Selection","1980 Rnd 1 Pick 11","United States"
1982,"Jamaal Wilkes","GF","6-6","190","Los Angeles Lakers","Western All-Star Coaches Selection","1974 Rnd 1 Pick 11","United States"
1982,"Gus Williams","G","6-2","175","Seattle SuperSonics","Western All-Star Coaches Selection","1975 Rnd 2 Pick 2","United States"
1982,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1982,"Mo Cheeks","PG","6-1","180","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1978 Rnd 2 Pick 14","United States"
1982,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1982,"Marques Johnson","GF","6-7","218","Milwaukee Bucks","Eastern All-Star Coaches Selection","1977 Rnd 1 Pick 3","United States"
1982,"Bill Laimbeer","C","6-11","245","Detroit Pistons","Eastern All-Star Coaches Selection","1979 Rnd 3 Pick 21","United States"
1982,"Moses Malone","C","6-10","215","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1976 NBA Draft, Undrafted","United States"
1982,"Sidney Moncrief","SG","6-3","180","Milwaukee Bucks","Eastern All-Star Coaches Selection","1979 Rnd 1 Pick 5","United States"
1982,"Robert Parish","C","7-0","230","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 1 Pick 8","United States"
1982,"Reggie Theus","GF","6-7","190","Chicago Bulls","Eastern All-Star Coaches Selection","1978 Rnd 1 Pick 9","United States"
1982,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1982,"Andrew Toney","G","6-3","178","Philadelphia Sixers","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 8","United States"
1982,"Buck Williams","PF","6-8","215","New Jersey Nets","Eastern All-Star Coaches Selection","1981 Rnd 1 Pick 3","United States"
1983,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1983,"Mark Aguirre","SF","6-6","232","Dallas Mavericks","Western All-Star Coaches Selection","1981 Rnd 1 Pick 1","United States"
1983,"Adrian Dantley","SF","6-5","208","Utah Jazz","Western All-Star Fan Vote Selection","1976 Rnd 1 Pick 6","United States"
1983,"Walter Davis","GF","6-6","193","Phoenix Suns","Western All-Star Coaches Selection","1977 Rnd 1 Pick 5","United States"
1983,"Alex English","SF","6-7","190","Denver Nuggets","Western All-Star Fan Vote Selection","1976 Rnd 2 Pick 6","United States"
1983,"George Gervin","GF","6-7","180","San Antonio Spurs","Western All-Star Fan Vote Selection","1974 Rnd 3 Pick 4","United States"
1983,"Rickey Green","PG","6-0","170","Utah Jazz","Western All-Star Coaches Selection","1977 Rnd 1 Pick 16","United States"
1983,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1983,"Jim Paxson","SG","6-6","200","Portland Trail Blazers","Western All-Star Coaches Selection","1979 Rnd 1 Pick 12","United States"
1983,"Ralph Sampson","C","7-4","228","Houston Rockets","Western All-Star Coaches Selection","1983 Rnd 1 Pick 1","United States"
1983,"Jack Sikma","C","6-11","230","Seattle SuperSonics","Western All-Star Coaches Selection","1977 Rnd 1 Pick 8","United States"
1983,"Kiki Vandeweghe","SF","6-8","220","Denver Nuggets","Western All-Star Coaches Selection","1980 Rnd 1 Pick 11","United States"
1983,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1983,"Otis Birdsong","GF","6-3","190","New Jersey Nets","Eastern All-Star Coaches Selection","1977 Rnd 1 Pick 2","United States"
1983,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1983,"Bernard King","SF","6-7","205","New York Knicks","Eastern All-Star Coaches Selection","1977 Rnd 1 Pick 7","United States"
1983,"Bill Laimbeer","C","6-11","245","Detroit Pistons","Eastern All-Star Replacement Selection","1979 Rnd 3 Pick 21","United States"
1983,"Moses Malone","C","6-10","215","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1976 NBA Draft, Undrafted","United States"
1983,"Kevin McHale","PF","6-10","210","Boston Celtics","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 3","United States"
1983,"Sidney Moncrief","SG","6-3","180","Milwaukee Bucks","Eastern All-Star Fan Vote Selection","1979 Rnd 1 Pick 5","United States"
1983,"Robert Parish","C","7-0","230","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 1 Pick 8","United States"
1983,"Jeff Ruland","C","6-10","240","Washington Bullets","Eastern All-Star Coaches Selection","1980 Rnd 2 Pick 2","United States"
1983,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1983,"Andrew Toney","G","6-3","178","Philadelphia Sixers","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 8","United States"
1983,"Kelly Tripucka","SF","6-6","220","Detroit Pistons","Eastern All-Star Coaches Selection","1981 Rnd 1 Pick 12","United States"
1984,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1984,"Terry Cummings","PF","6-9","220","Milwaukee Bucks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 2","United States"
1984,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1984,"Dennis Johnson","PG","6-4","185","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 2 Pick 12","United States"
1984,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1984,"Bernard King","SF","6-7","205","New York Knicks","Eastern All-Star Coaches Selection","1977 Rnd 1 Pick 7","United States"
1984,"Bill Laimbeer","C","6-11","245","Detroit Pistons","Eastern All-Star Coaches Selection","1979 Rnd 3 Pick 21","United States"
1984,"Moses Malone","C","6-10","215","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1976 NBA Draft, Undrafted","United States"
1984,"Sidney Moncrief","SG","6-3","180","Milwaukee Bucks","Eastern All-Star Coaches Selection","1979 Rnd 1 Pick 5","United States"
1984,"Robert Parish","C","7-0","230","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 1 Pick 8","United States"
1984,"Micheal Ray Richardson","PG","6-5","189","New Jersey Nets","Eastern All-Star Coaches Selection","1978 Rnd 1 Pick 4","United States"
1984,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1984,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1984,"Rolando Blackman","G","6-6","190","Dallas Mavericks","Western All-Star Coaches Selection","1981 Rnd 1 Pick 9","PanamaUnited States"
1984,"Adrian Dantley","SF","6-5","208","Utah Jazz","Western All-Star Fan Vote Selection","1976 Rnd 1 Pick 6","United States"
1984,"Alex English","SF","6-7","190","Denver Nuggets","Western All-Star Coaches Selection","1976 Rnd 2 Pick 6","United States"
1984,"George Gervin","GF","6-7","180","San Antonio Spurs","Western All-Star Fan Vote Selection","1974 Rnd 3 Pick 4","United States"
1984,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1984,"Larry Nance","PF","6-10","205","Phoenix Suns","Western All-Star Coaches Selection","1981 Rnd 1 Pick 20","United States"
1984,"Calvin Natt","F","6-6","220","Denver Nuggets","Western All-Star Coaches Selection","1979 Rnd 1 Pick 8","United States"
1984,"Norm Nixon","G","6-2","170","Los Angeles Clippers","Western All-Star Coaches Selection","1977 Rnd 1 Pick 22","United States"
1984,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Coaches Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1984,"Ralph Sampson","C","7-4","228","Houston Rockets","Western All-Star Fan Vote Selection","1983 Rnd 1 Pick 1","United States"
1984,"Jack Sikma","C","6-11","230","Seattle SuperSonics","Western All-Star Coaches Selection","1977 Rnd 1 Pick 8","United States"
1985,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1969 Rnd 1 Pick 1","United States"
1985,"Rolando Blackman","G","6-6","190","Dallas Mavericks","Western All-Star Coaches Selection","1981 Rnd 1 Pick 9","PanamaUnited States"
1985,"Adrian Dantley","SF","6-5","208","Utah Jazz","Western All-Star Coaches Selection","1976 Rnd 1 Pick 6","United States"
1985,"Clyde Drexler","SG","6-7","210","Portland Trail Blazers","Western All-Star Coaches Selection","1983 Rnd 1 Pick 14","United States"
1985,"Alex English","SF","6-7","190","Denver Nuggets","Western All-Star Coaches Selection","1976 Rnd 2 Pick 6","United States"
1985,"Artis Gilmore","C","7-2","240","San Antonio Spurs","Western All-Star Coaches Selection","1971 Rnd 7 Pick 15","United States"
1985,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1985,"Marques Johnson","GF","6-7","218","Los Angeles Clippers","Western All-Star Coaches Selection","1977 Rnd 1 Pick 3","United States"
1985,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Coaches Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1985,"Alvin Robertson","SG","6-3","185","San Antonio Spurs","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 7","United States"
1985,"Ralph Sampson","C","7-4","228","Houston Rockets","Western All-Star Fan Vote Selection","1983 Rnd 1 Pick 1","United States"
1985,"James Worthy","SF","6-9","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1982 Rnd 1 Pick 1","United States"
1985,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1985,"Mo Cheeks","PG","6-1","180","Philadelphia Sixers","Eastern All-Star Coaches Selection","1978 Rnd 2 Pick 14","United States"
1985,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1985,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1985,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1985,"Jeff Malone","SG","6-4","205","Washington Bullets","Eastern All-Star Coaches Selection","1983 Rnd 1 Pick 10","United States"
1985,"Moses Malone","C","6-10","215","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1976 NBA Draft, Undrafted","United States"
1985,"Kevin McHale","PF","6-10","210","Boston Celtics","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 3","United States"
1985,"Sidney Moncrief","SG","6-3","180","Milwaukee Bucks","Eastern All-Star Replacement Selection","1979 Rnd 1 Pick 5","United States"
1985,"Robert Parish","C","7-0","230","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 1 Pick 8","United States"
1985,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1985,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 3","United States"
1985,"Buck Williams","PF","6-8","215","New Jersey Nets","Eastern All-Star Coaches Selection","1981 Rnd 1 Pick 3","United States"
1986,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Coaches Selection","1969 Rnd 1 Pick 1","United States"
1986,"Mark Aguirre","SF","6-6","232","Dallas Mavericks","Western All-Star Coaches Selection","1981 Rnd 1 Pick 1","United States"
1986,"Rolando Blackman","G","6-6","190","Dallas Mavericks","Western All-Star Coaches Selection","1981 Rnd 1 Pick 9","PanamaUnited States"
1986,"Joe Barry Carroll","FC","7-0","225","Golden State Warriors","Western All-Star Coaches Selection","1980 Rnd 1 Pick 1","United States"
1986,"Tom Chambers","PF","6-10","220","Seattle SuperSonics","Western All-Star Replacement Selection","1981 Rnd 1 Pick 8","United States"
1986,"Walter Davis","GF","6-6","193","Phoenix Suns","Western All-Star Coaches Selection","1977 Rnd 1 Pick 5","United States"
1986,"Alex English","SF","6-7","190","Denver Nuggets","Western All-Star Coaches Selection","1976 Rnd 2 Pick 6","United States"
1986,"Sleepy Floyd","PG","6-3","170","Golden State Warriors","Western All-Star Coaches Selection","1982 Rnd 1 Pick 13","United States"
1986,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1986,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1986,"Alvin Robertson","SG","6-3","185","San Antonio Spurs","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 7","United States"
1986,"Ralph Sampson","C","7-4","228","Houston Rockets","Western All-Star Fan Vote Selection","1983 Rnd 1 Pick 1","United States"
1986,"James Worthy","SF","6-9","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1982 Rnd 1 Pick 1","United States"
1986,"Charles Barkley","PF","6-6","252","Philadelphia Sixers","Eastern All-Star Coaches Selection","1984 Rnd 1 Pick 5","United States"
1986,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1986,"Mo Cheeks","PG","6-1","180","Philadelphia Sixers","Eastern All-Star Coaches Selection","1978 Rnd 2 Pick 14","United States"
1986,"Julius Erving","SF","6-6","200","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1972 Rnd 1 Pick 12","United States"
1986,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1986,"Bill Laimbeer","C","6-11","245","Detroit Pistons","Eastern All-Star Coaches Selection","1979 Rnd 3 Pick 21","United States"
1986,"Jeff Malone","SG","6-4","205","Washington Bullets","Eastern All-Star Coaches Selection","1983 Rnd 1 Pick 10","United States"
1986,"Moses Malone","C","6-10","215","Washington Bullets","Eastern All-Star Fan Vote Selection","1976 NBA Draft, Undrafted","United States"
1986,"Kevin McHale","PF","6-10","210","Boston Celtics","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 3","United States"
1986,"Robert Parish","C","7-0","230","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 1 Pick 8","United States"
1986,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Coaches Selection","1981 Rnd 1 Pick 2","United States"
1986,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1982 Rnd 1 Pick 3","United States"
1987,"Danny Ainge","G","6-4","175","Boston Celtics","Eastern All-Star Coaches Selection","1981 Rnd 2 Pick 8","United States"
1987,"Charles Barkley","PF","6-6","252","Philadelphia Sixers","Eastern All-Star Coaches Selection","1984 Rnd 1 Pick 5","United States"
1987,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1987,"Mo Cheeks","PG","6-1","180","Philadelphia Sixers","Eastern All-Star Coaches Selection","1978 Rnd 2 Pick 14","United States"
1987,"Brad Daugherty","C","7-0","245","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 1 Pick 1","United States"
1987,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1987,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1987,"Moses Malone","C","6-10","215","Washington Bullets","Eastern All-Star Fan Vote Selection","1976 NBA Draft, Undrafted","United States"
1987,"Kevin McHale","PF","6-10","210","Boston Celtics","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 3","United States"
1987,"Doc Rivers","G","6-4","185","Atlanta Hawks","Eastern All-Star Coaches Selection","1983 Rnd 2 Pick 7","United States"
1987,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1987,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1982 Rnd 1 Pick 3","United States"
1987,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Coaches Selection","1969 Rnd 1 Pick 1","United States"
1987,"Mark Aguirre","SF","6-6","232","Dallas Mavericks","Western All-Star Coaches Selection","1981 Rnd 1 Pick 1","United States"
1987,"James Donaldson","C","7-2","275","Dallas Mavericks","Western All-Star Coaches Selection","1979 Rnd 4 Pick 7","England"
1987,"Clyde Drexler","SG","6-7","210","Portland Trail Blazers","Western All-Star Coaches Selection","1983 Rnd 1 Pick 14","United States"
1987,"Alex English","SF","6-7","190","Denver Nuggets","Western All-Star Fan Vote Selection","1976 Rnd 2 Pick 6","United States"
1987,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1987,"Fat Lever","PG","6-3","170","Denver Nuggets","Western All-Star Fan Vote Selection","1982 Rnd 1 Pick 11","United States"
1987,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 13","United States"
1987,"Xavier McDaniel","PF","6-7","205","Seattle SuperSonics","Western All-Star Coaches Selection","1985 Rnd 1 Pick 4","United States"
1987,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1987,"Alvin Robertson","SG","6-3","185","San Antonio Spurs","Western All-Star Coaches Selection","1984 Rnd 1 Pick 7","United States"
1987,"James Worthy","SF","6-9","225","Los Angeles Lakers","Western All-Star Coaches Selection","1982 Rnd 1 Pick 1","United States"
1988,"Kareem Abdul-Jabbar","C","7-2","225","Los Angeles Lakers","Western All-Star Replacement Selection","1969 Rnd 1 Pick 1","United States"
1988,"Tom Chambers","PF","6-10","220","Phoenix Suns","Western All-Star Coaches Selection","1981 Rnd 1 Pick 8","United States"
1988,"Clyde Drexler","SG","6-7","210","Portland Trail Blazers","Western All-Star Coaches Selection","1983 Rnd 1 Pick 14","United States"
1988,"Kevin Duckworth","C","7-0","275","Portland Trail Blazers","Western All-Star Coaches Selection","1986 Rnd 2 Pick 9","United States"
1988,"Mark Eaton","C","7-4","275","Utah Jazz","Western All-Star Coaches Selection","1982 Rnd 4 Pick 3","United States"
1988,"Dale Ellis","GF","6-7","205","Seattle SuperSonics","Western All-Star Fan Vote Selection","1983 Rnd 1 Pick 9","United States"
1988,"Alex English","SF","6-7","190","Denver Nuggets","Western All-Star Fan Vote Selection","1976 Rnd 2 Pick 6","United States"
1988,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1988,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 13","United States"
1988,"Chris Mullin","SF","6-7","215","Golden State Warriors","Western All-Star Coaches Selection","1985 Rnd 1 Pick 7","United States"
1988,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1988,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Coaches Selection","1984 Rnd 1 Pick 16","United States"
1988,"James Worthy","SF","6-9","225","Los Angeles Lakers","Western All-Star Coaches Selection","1982 Rnd 1 Pick 1","United States"
