"Year","Player","Pos","HT","WT","Team","Selection Type","NBA Draft Status","Nationality"
1988,"Charles Barkley","PF","6-6","252","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1988,"Terry Cummings","PF","6-9","220","Milwaukee Bucks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 2","United States"
1988,"Brad Daugherty","C","7-0","245","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 1 Pick 1","United States"
1988,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1988,"Mark Jackson","PG","6-1","180","New York Knicks","Eastern All-Star Coaches Selection","1987 Rnd 1 Pick 18","United States"
1988,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1988,"Moses Malone","C","6-10","215","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1976 NBA Draft, Undrafted","United States"
1988,"Kevin McHale","PF","6-10","210","Boston Celtics","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 3","United States"
1988,"Larry Nance","PF","6-10","205","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1981 Rnd 1 Pick 20","United States"
1988,"Mark Price","PG","6-0","170","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 2 Pick 1","United States"
1988,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1988,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1982 Rnd 1 Pick 3","United States"
1989,"Charles Barkley","PF","6-6","252","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1989,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1989,"Joe Dumars","SG","6-3","190","Detroit Pistons","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 18","United States"
1989,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Fan Vote Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1989,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1989,"Kevin McHale","PF","6-10","210","Boston Celtics","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 3","United States"
1989,"Reggie Miller","SG","6-7","185","Indiana Pacers","Eastern All-Star Coaches Selection","1987 Rnd 1 Pick 11","United States"
1989,"Robert Parish","C","7-0","230","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 1 Pick 8","United States"
1989,"Scottie Pippen","SF","6-8","228","Chicago Bulls","Eastern All-Star Coaches Selection","1987 Rnd 1 Pick 5","United States"
1989,"Dennis Rodman","PF","6-7","210","Detroit Pistons","Eastern All-Star Coaches Selection","1986 Rnd 2 Pick 3","United States"
1989,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1989,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 3","United States"
1989,"Rolando Blackman","G","6-6","190","Dallas Mavericks","Western All-Star Replacement Selection","1981 Rnd 1 Pick 9","PanamaUnited States"
1989,"Tom Chambers","PF","6-10","220","Phoenix Suns","Western All-Star Coaches Selection","1981 Rnd 1 Pick 8","United States"
1989,"Clyde Drexler","SG","6-7","210","Portland Trail Blazers","Western All-Star Coaches Selection","1983 Rnd 1 Pick 14","United States"
1989,"A.C. Green","PF","6-9","220","Los Angeles Lakers","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 23","United States"
1989,"Kevin Johnson","PG","6-1","180","Phoenix Suns","Western All-Star Coaches Selection","1987 Rnd 1 Pick 7","United States"
1989,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1989,"Fat Lever","PG","6-3","170","Denver Nuggets","Western All-Star Coaches Selection","1982 Rnd 1 Pick 11","United States"
1989,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Coaches Selection","1985 Rnd 1 Pick 13","United States"
1989,"Chris Mullin","SF","6-7","215","Golden State Warriors","Western All-Star Coaches Selection","1985 Rnd 1 Pick 7","United States"
1989,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1989,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Coaches Selection","1987 Rnd 1 Pick 1","United States"
1989,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 16","United States"
1989,"James Worthy","SF","6-9","225","Los Angeles Lakers","Western All-Star Fan Vote Selection","1982 Rnd 1 Pick 1","United States"
1990,"Charles Barkley","PF","6-6","252","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1990,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1990,"Brad Daugherty","C","7-0","245","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 1 Pick 1","United States"
1990,"Joe Dumars","SG","6-3","190","Detroit Pistons","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 18","United States"
1990,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Fan Vote Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1990,"Hersey Hawkins","SG","6-3","190","Philadelphia Sixers","Eastern All-Star Replacement Selection","1988 Rnd 1 Pick 6","United States"
1990,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1990,"Bernard King","SF","6-7","205","Washington Bullets","Eastern All-Star Coaches Selection","1977 Rnd 1 Pick 7","United States"
1990,"Kevin McHale","PF","6-10","210","Boston Celtics","Eastern All-Star Coaches Selection","1980 Rnd 1 Pick 3","United States"
1990,"Robert Parish","C","7-0","230","Boston Celtics","Eastern All-Star Coaches Selection","1976 Rnd 1 Pick 8","United States"
1990,"Ricky Pierce","SG","6-4","205","Milwaukee Bucks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 18","United States"
1990,"Alvin Robertson","SG","6-3","185","Milwaukee Bucks","Eastern All-Star Coaches Selection","1984 Rnd 1 Pick 7","United States"
1990,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1990,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 3","United States"
1990,"Tom Chambers","PF","6-10","220","Phoenix Suns","Western All-Star Coaches Selection","1981 Rnd 1 Pick 8","United States"
1990,"Clyde Drexler","SG","6-7","210","Portland Trail Blazers","Western All-Star Coaches Selection","1983 Rnd 1 Pick 14","United States"
1990,"Kevin Duckworth","C","7-0","275","Portland Trail Blazers","Western All-Star Coaches Selection","1986 Rnd 2 Pick 9","United States"
1990,"Tim Hardaway","PG","6-0","175","Golden State Warriors","Western All-Star Coaches Selection","1989 Rnd 1 Pick 14","United States"
1990,"Kevin Johnson","PG","6-1","180","Phoenix Suns","Western All-Star Fan Vote Selection","1987 Rnd 1 Pick 7","United States"
1990,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1990,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 13","United States"
1990,"Chris Mullin","SF","6-7","215","Golden State Warriors","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 7","United States"
1990,"Terry Porter","PG","6-3","195","Portland Trail Blazers","Western All-Star Coaches Selection","1985 Rnd 1 Pick 24","United States"
1990,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Fan Vote Selection","1987 Rnd 1 Pick 1","United States"
1990,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Coaches Selection","1984 Rnd 1 Pick 16","United States"
1990,"James Worthy","SF","6-9","225","Los Angeles Lakers","Western All-Star Coaches Selection","1982 Rnd 1 Pick 1","United States"
1991,"Michael Adams","PG","5-10","163","Washington Bullets","Eastern All-Star Replacement Selection","1985 Rnd 3 Pick 19","United States"
1991,"Charles Barkley","PF","6-6","252","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1991,"Larry Bird","SF","6-9","220","Boston Celtics","Eastern All-Star Fan Vote Selection","1978 Rnd 1 Pick 6","United States"
1991,"Brad Daugherty","C","7-0","245","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 1 Pick 1","United States"
1991,"Joe Dumars","SG","6-3","190","Detroit Pistons","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 18","United States"
1991,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Fan Vote Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1991,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1991,"Reggie Lewis","SF","6-7","195","Boston Celtics","Eastern All-Star Coaches Selection","1987 Rnd 1 Pick 22","United States"
1991,"Scottie Pippen","SF","6-8","228","Chicago Bulls","Eastern All-Star Coaches Selection","1987 Rnd 1 Pick 5","United States"
1991,"Mark Price","PG","6-0","170","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 2 Pick 1","United States"
1991,"Dennis Rodman","PF","6-7","210","Detroit Pistons","Eastern All-Star Coaches Selection","1986 Rnd 2 Pick 3","United States"
1991,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1991,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 3","United States"
1991,"Kevin Willis","C","7-0","245","Atlanta Hawks","Eastern All-Star Replacement Selection","1984 Rnd 1 Pick 11","United States"
1991,"Clyde Drexler","SG","6-7","210","Portland Trail Blazers","Western All-Star Fan Vote Selection","1983 Rnd 1 Pick 14","United States"
1991,"Tim Hardaway","PG","6-0","175","Golden State Warriors","Western All-Star Coaches Selection","1989 Rnd 1 Pick 14","United States"
1991,"Jeff Hornacek","SG","6-3","190","Phoenix Suns","Western All-Star Coaches Selection","1986 Rnd 2 Pick 22","United States"
1991,"Magic Johnson","PG","6-9","255","Los Angeles Lakers","Western All-Star Fan Vote Selection","1979 Rnd 1 Pick 1","United States"
1991,"Dan Majerle","SG","6-6","215","Phoenix Suns","Western All-Star Coaches Selection","1988 Rnd 1 Pick 14","United States"
1991,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 13","United States"
1991,"Chris Mullin","SF","6-7","215","Golden State Warriors","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 7","United States"
1991,"Dikembe Mutombo","C","7-2","260","Denver Nuggets","Western All-Star Coaches Selection","1991 Rnd 1 Pick 4","Democratic Republic of the Congo"
1991,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Coaches Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1991,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Fan Vote Selection","1987 Rnd 1 Pick 1","United States"
1991,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Coaches Selection","1984 Rnd 1 Pick 16","United States"
1991,"Otis Thorpe","PF","6-9","225","Houston Rockets","Western All-Star Coaches Selection","1984 Rnd 1 Pick 9","United States"
1991,"James Worthy","SF","6-9","225","Los Angeles Lakers","Western All-Star Coaches Selection","1982 Rnd 1 Pick 1","United States"
1992,"Charles Barkley","PF","6-6","252","Phoenix Suns","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1992,"Clyde Drexler","SG","6-7","210","Portland Trail Blazers","Western All-Star Fan Vote Selection","1983 Rnd 1 Pick 14","United States"
1992,"Sean Elliott","SF","6-8","205","San Antonio Spurs","Western All-Star Coaches Selection","1989 Rnd 1 Pick 3","United States"
1992,"Tim Hardaway","PG","6-0","175","Golden State Warriors","Western All-Star Coaches Selection","1989 Rnd 1 Pick 14","United States"
1992,"Shawn Kemp","C","6-10","280","Seattle SuperSonics","Western All-Star Coaches Selection","1989 Rnd 1 Pick 17","United States"
1992,"Dan Majerle","SG","6-6","215","Phoenix Suns","Western All-Star Coaches Selection","1988 Rnd 1 Pick 14","United States"
1992,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 13","United States"
1992,"Danny Manning","F","6-10","230","Los Angeles Clippers","Western All-Star Coaches Selection","1988 Rnd 1 Pick 1","United States"
1992,"Chris Mullin","SF","6-7","215","Golden State Warriors","Western All-Star Coaches Selection","1985 Rnd 1 Pick 7","United States"
1992,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Coaches Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1992,"Terry Porter","PG","6-3","195","Portland Trail Blazers","Western All-Star Replacement Selection","1985 Rnd 1 Pick 24","United States"
1992,"Mitch Richmond","SG","6-5","215","Sacramento Kings","Western All-Star Coaches Selection","1988 Rnd 1 Pick 5","United States"
1992,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Fan Vote Selection","1987 Rnd 1 Pick 1","United States"
1992,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 16","United States"
1992,"Brad Daugherty","C","7-0","245","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 1 Pick 1","United States"
1992,"Joe Dumars","SG","6-3","190","Detroit Pistons","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 18","United States"
1992,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1992,"Larry Johnson","F","6-6","250","Charlotte Hornets","Eastern All-Star Fan Vote Selection","1991 Rnd 1 Pick 1","United States"
1992,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1992,"Larry Nance","PF","6-10","205","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1981 Rnd 1 Pick 20","United States"
1992,"Shaquille O'Neal","C","7-1","325","Orlando Magic","Eastern All-Star Fan Vote Selection","1992 Rnd 1 Pick 1","United States"
1992,"Scottie Pippen","SF","6-8","228","Chicago Bulls","Eastern All-Star Fan Vote Selection","1987 Rnd 1 Pick 5","United States"
1992,"Mark Price","PG","6-0","170","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 2 Pick 1","United States"
1992,"Detlef Schrempf","SF","6-9","214","Indiana Pacers","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 8","GermanyUnited States"
1992,"Isiah Thomas","PG","6-1","180","Detroit Pistons","Eastern All-Star Fan Vote Selection","1981 Rnd 1 Pick 2","United States"
1992,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 3","United States"
1993,"Charles Barkley","PF","6-6","252","Phoenix Suns","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1993,"Clyde Drexler","SG","6-7","210","Portland Trail Blazers","Western All-Star Fan Vote Selection","1983 Rnd 1 Pick 14","United States"
1993,"Kevin Johnson","PG","6-1","180","Phoenix Suns","Western All-Star Coaches Selection","1987 Rnd 1 Pick 7","United States"
1993,"Shawn Kemp","C","6-10","280","Seattle SuperSonics","Western All-Star Fan Vote Selection","1989 Rnd 1 Pick 17","United States"
1993,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Coaches Selection","1985 Rnd 1 Pick 13","United States"
1993,"Danny Manning","F","6-10","230","Los Angeles Clippers","Western All-Star Coaches Selection","1988 Rnd 1 Pick 1","United States"
1993,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1993,"Gary Payton","G","6-4","180","Seattle SuperSonics","Western All-Star Replacement Selection","1990 Rnd 1 Pick 2","United States"
1993,"Mitch Richmond","SG","6-5","215","Sacramento Kings","Western All-Star Fan Vote Selection","1988 Rnd 1 Pick 5","United States"
1993,"Cliff Robinson","PF","6-10","225","Portland Trail Blazers","Western All-Star Coaches Selection","1989 Rnd 2 Pick 9","United States"
1993,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Coaches Selection","1987 Rnd 1 Pick 1","United States"
1993,"Latrell Sprewell","SG","6-5","190","Golden State Warriors","Western All-Star Coaches Selection","1992 Rnd 1 Pick 24","United States"
1993,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Coaches Selection","1984 Rnd 1 Pick 16","United States"
1993,"Kenny Anderson","PG","6-0","168","New Jersey Nets","Eastern All-Star Fan Vote Selection","1991 Rnd 1 Pick 2","United States"
1993,"B.J. Armstrong","G","6-2","175","Chicago Bulls","Eastern All-Star Fan Vote Selection","1989 Rnd 1 Pick 18","United States"
1993,"Mookie Blaylock","PG","6-1","190","Atlanta Hawks","Eastern All-Star Coaches Selection","1989 Rnd 1 Pick 12","United States"
1993,"Derrick Coleman","FC","6-10","230","New Jersey Nets","Eastern All-Star Fan Vote Selection","1990 Rnd 1 Pick 1","United States"
1993,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1993,"Horace Grant","PF","6-10","255","Chicago Bulls","Eastern All-Star Replacement Selection","1987 Rnd 1 Pick 10","United States"
1993,"Alonzo Mourning","C","6-10","240","Charlotte Hornets","Eastern All-Star Coaches Selection","1992 Rnd 1 Pick 2","United States"
1993,"Shaquille O'Neal","C","7-1","325","Orlando Magic","Eastern All-Star Fan Vote Selection","1992 Rnd 1 Pick 1","United States"
1993,"Charles Oakley","PF","6-8","225","New York Knicks","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 9","United States"
1993,"Scottie Pippen","SF","6-8","228","Chicago Bulls","Eastern All-Star Fan Vote Selection","1987 Rnd 1 Pick 5","United States"
1993,"Mark Price","PG","6-0","170","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1986 Rnd 2 Pick 1","United States"
1993,"John Starks","SG","6-3","180","New York Knicks","Eastern All-Star Coaches Selection","1988 NBA Draft, Undrafted","United States"
1993,"Dominique Wilkins","SF","6-7","200","Atlanta Hawks","Eastern All-Star Coaches Selection","1982 Rnd 1 Pick 3","United States"
1994,"Charles Barkley","PF","6-6","252","Phoenix Suns","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1994,"Cedric Ceballos","SF","6-6","190","Los Angeles Lakers","Western All-Star Coaches Selection","1990 Rnd 2 Pick 21","United States"
1994,"Shawn Kemp","C","6-10","280","Seattle SuperSonics","Western All-Star Fan Vote Selection","1989 Rnd 1 Pick 17","United States"
1994,"Dan Majerle","SG","6-6","215","Phoenix Suns","Western All-Star Fan Vote Selection","1988 Rnd 1 Pick 14","United States"
1994,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Coaches Selection","1985 Rnd 1 Pick 13","United States"
1994,"Dikembe Mutombo","C","7-2","260","Denver Nuggets","Western All-Star Replacement Selection","1991 Rnd 1 Pick 4","Democratic Republic of the Congo"
1994,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1994,"Gary Payton","G","6-4","180","Seattle SuperSonics","Western All-Star Coaches Selection","1990 Rnd 1 Pick 2","United States"
1994,"Mitch Richmond","SG","6-5","215","Sacramento Kings","Western All-Star Coaches Selection","1988 Rnd 1 Pick 5","United States"
1994,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Coaches Selection","1987 Rnd 1 Pick 1","United States"
1994,"Detlef Schrempf","SF","6-9","214","Seattle SuperSonics","Western All-Star Coaches Selection","1985 Rnd 1 Pick 8","GermanyUnited States"
1994,"Latrell Sprewell","SG","6-5","190","Golden State Warriors","Western All-Star Fan Vote Selection","1992 Rnd 1 Pick 24","United States"
1994,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Coaches Selection","1984 Rnd 1 Pick 16","United States"
1994,"Vin Baker","PF","6-11","240","Milwaukee Bucks","Eastern All-Star Coaches Selection","1993 Rnd 1 Pick 8","United States"
1994,"Dana Barros","PG","5-11","165","Philadelphia Sixers","Eastern All-Star Coaches Selection","1989 Rnd 1 Pick 16","United States"
1994,"Joe Dumars","SG","6-3","190","Detroit Pistons","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 18","United States"
1994,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1994,"Penny Hardaway","PG","6-7","195","Orlando Magic","Eastern All-Star Fan Vote Selection","1993 Rnd 1 Pick 3","United States"
1994,"Grant Hill","SF","6-8","225","Detroit Pistons","Eastern All-Star Fan Vote Selection","1994 Rnd 1 Pick 3","United States"
